public,air-fmg-a21-a,B015-05147,public,Radio 2,00:03:52:2c:01:b1
public,air-fmg-b15-a,B015-05144,public,Radio 2,00:03:52:2c:02:41
public,air-fmg-b17-2-a,B015-05179,public,Radio 2,00:03:52:2b:fc:a1
public,air-fmg-b4-a,B015-05504,public,Radio 2,00:03:52:31:c9:61
public,air-fmg-c22-a,B015-05334,public,Radio 2,00:03:52:31:c0:d1
public,air-fmg-c4-1-a,B015-05529,public,Radio 2,00:03:52:31:c4:11
public,air-frb-e4-a,K011-00053,public,Radio 1,00:03:52:c1:38:01
public,air-frb-e4-a,K011-00053,public,Radio 2,00:03:52:4d:d7:11
public,air-frb-f10-a,K004-00265,public,Radio 1,00:03:52:c1:31:f1
public,air-frb-f10-a,K004-00265,public,Radio 2,00:03:52:4d:dd:21
public,air-frb-g10-a,K011-00217,public,Radio 1,00:03:52:c1:28:a1
public,air-frb-g10-a,K011-00217,public,Radio 2,00:03:52:4d:e6:71
public,air-fwa-b1-a,K004-00058,public,Radio 1,00:03:52:db:d7:91
public,air-fwa-b1-a,K004-00058,public,Radio 2,00:03:52:33:37:81
public,air-fwa-b6-a,K011-00421,public,Radio 1,00:03:52:c1:33:11
public,air-fwa-b6-a,K011-00421,public,Radio 2,00:03:52:4d:dc:01
public,air-haa-e12-a,B009-00089,public,Radio 2,00:03:52:29:40:51
public,air-haa-e3-a,B009-00039,public,Radio 2,00:03:52:29:50:11
public,air-haa-f1-a,B015-05186,public,Radio 2,00:03:52:2b:e4:e1
public,air-haa-g10-a,B006-00698,public,Radio 2,00:03:52:29:41:d1
public,air-had-e13-a,K120-00078,public,Radio 2,00:03:52:5d:1f:41
public,air-haw-b16-a,K107-00012,public,Radio 2,00:03:52:5c:34:91
public,air-hch-a11-1-a,B006-00702,public,Radio 2,00:03:52:29:90:31
public,air-hch-b15-a,K011-00237,public,Radio 2,00:03:52:4d:c5:d1
public,air-hch-c14-a,B006-00960,public,Radio 2,00:03:52:29:62:51
public,air-hch-d14-a,K004-00477,public,Radio 2,00:03:52:4d:d9:51
public,air-hch-e14-a,K004-00596,public,Radio 2,00:03:52:33:39:91
public,air-hg-d1-1-a,B009-00110,public,Radio 1,00:03:52:e5:ab:01
public,air-hg-d1-1-a,B009-00110,public,Radio 2,00:03:52:29:64:11
public,air-hg-d1-1-b,K011-00059,public,Radio 1,00:03:52:c1:38:11
public,air-hg-d1-1-b,K011-00059,public,Radio 2,00:03:52:4d:d7:01
public,air-hg-d1-2-a,B006-00727,public,Radio 1,00:03:52:e5:61:e1
public,air-hg-d1-2-a,B006-00727,public,Radio 2,00:03:52:29:ad:31
public,air-hg-d1-2-b,K011-00062,public,Radio 1,00:03:52:c1:37:91
public,air-hg-d1-2-b,K011-00062,public,Radio 2,00:03:52:4d:d7:81
public,air-hg-d16-a,B006-00479,public,Radio 1,00:03:52:e5:5f:61
public,air-hg-d16-a,B006-00479,public,Radio 2,00:03:52:29:af:b1
public,air-hg-d19-a,SG034ZVW2L,public,Radio 1,00:0f:61:b1:32:31
public,air-hg-d19-a,SG034ZVW2L,public,Radio 2,00:0f:61:5d:dc:e1
public,air-hg-d22-a,B006-00759,public,Radio 1,00:03:52:e5:51:81
public,air-hg-d22-a,B006-00759,public,Radio 2,00:03:52:29:bd:91
public,air-hg-d26-1-a,SG935ZV0L0,public,Radio 1,00:0f:61:f4:ed:f1
public,air-hg-d26-1-a,SG935ZV0L0,public,Radio 2,00:0f:61:1a:21:21
public,air-hg-d3-1-a,K004-00325,public,Radio 1,00:03:52:c1:1d:c1
public,air-hg-d3-1-a,K004-00325,public,Radio 2,00:03:52:4d:f1:51
public,air-hg-d3-2-a,K011-00460,public,Radio 1,00:03:52:c0:1a:61
public,air-hg-d3-2-a,K011-00460,public,Radio 2,00:03:52:4e:f4:b1
public,air-hg-d3-2-b,K004-00050,public,Radio 1,00:03:52:db:d5:f1
public,air-hg-d3-2-b,K004-00050,public,Radio 2,00:03:52:33:39:21
public,air-hg-d3-3-a,K011-00355,public,Radio 1,00:03:52:c1:26:b1
public,air-hg-d3-3-a,K011-00355,public,Radio 2,00:03:52:4d:e8:61
public,air-hg-d30-a,B006-00577,public,Radio 1,00:03:52:e5:60:31
public,air-hg-d30-a,B006-00577,public,Radio 2,00:03:52:29:ae:e1
public,air-hg-d30-b,B009-00063,public,Radio 1,00:03:52:e5:af:81
public,air-hg-d30-b,B009-00063,public,Radio 2,00:03:52:29:5f:91
public,air-hg-d40-a,B006-00744,public,Radio 1,00:03:52:e5:51:91
public,air-hg-d40-a,B006-00744,public,Radio 2,00:03:52:29:bd:81
public,air-hg-d5-1-a,B015-05443,public,Radio 1,00:03:52:dd:4a:a1
public,air-hg-d5-1-a,B015-05443,public,Radio 2,00:03:52:31:c4:71
public,air-hg-d5-2-a,B015-05605,public,Radio 1,00:03:52:e3:25:31
public,air-hg-d5-2-a,B015-05605,public,Radio 2,00:03:52:2b:e9:e1
public,air-hg-d5-2-b,B015-05505,public,Radio 1,00:03:52:e3:36:11
public,air-hg-d5-2-b,B015-05505,public,Radio 2,00:03:52:2b:d9:01
public,air-hg-d5-3-a,B015-05265,public,Radio 1,00:03:52:e3:24:d1
public,air-hg-d5-3-a,B015-05265,public,Radio 2,00:03:52:2b:ea:41
public,air-hg-d69-1-a,B006-00975,public,Radio 1,00:03:52:e5:ba:d1
public,air-hg-d69-1-a,B006-00975,public,Radio 2,00:03:52:29:54:41
public,air-hg-d7-1-a,B006-00454,public,Radio 1,00:03:52:e5:8c:91
public,air-hg-d7-1-a,B006-00454,public,Radio 2,00:03:52:29:82:81
public,air-hg-d7-1-b,B015-05200,public,Radio 1,00:03:52:e3:11:b1
public,air-hg-d7-1-b,B015-05200,public,Radio 2,00:03:52:2b:fd:61
public,air-hg-d7-2-b,B015-05644,public,Radio 1,00:03:52:e3:47:d1
public,air-hg-d7-2-b,B015-05644,public,Radio 2,00:03:52:2b:c7:41
public,air-hg-e1-1-a,B006-00827,public,Radio 1,00:03:52:e5:50:11
public,air-hg-e1-1-a,B006-00827,public,Radio 2,00:03:52:29:bf:01
public,air-hg-e1-1-b,K004-00417,public,Radio 1,00:03:52:c1:4b:81
public,air-hg-e1-1-b,K004-00417,public,Radio 2,00:03:52:4d:c3:91
public,air-hg-e1-2-a,K011-00149,public,Radio 1,00:03:52:c0:1b:b1
public,air-hg-e1-2-a,K011-00149,public,Radio 2,00:03:52:4e:f3:61
public,air-hg-e1-2-b,K004-00280,public,Radio 1,00:03:52:c1:31:a1
public,air-hg-e1-2-b,K004-00280,public,Radio 2,00:03:52:4d:dd:71
public,air-hg-e11-a,B006-00737,public,Radio 1,00:03:52:e5:cd:61
public,air-hg-e11-a,B006-00737,public,Radio 2,00:03:52:29:41:b1
public,air-hg-e14-a,B015-05522,public,Radio 1,00:03:52:dd:4b:21
public,air-hg-e14-a,B015-05522,public,Radio 2,00:03:52:31:c3:f1
public,air-hg-e16-a,SG046ZVW63,public,Radio 1,00:0f:61:b3:a9:31
